Sewa Apartemen Taman Melati Surabaya - Modern Stylish Studio at Taman Melati Surabaya Apartment By Travelio,Lokasi,Jenis Unit,Jumlah Bedroom,Luas Unit,Kelengkapan,Lantai Unit,Kamar Mandi,Harga,Jarak dari Kampus (km),Jarak dari Bandara (km),Jarak dari Stasiun (km),Jarak dari Terminal (km),Jarak dari Tol (km),Aksesbilitas,Link URL
30,Mulyorejo,studioroom,1,22,Full Furnished,1,1,"Rp3,354,799",1,18.1,5.6,6,10,"Bandara Internasional Juanda bisa diakses dengan 33 menit berkendara (18.1 km); 3 menit berkendara ke Universitas Airlangga, Kampus C (1 km); 4 menit berkendara menuju Rumah Sakit Mitra Keluarga Kenjeran (1.8 km); 16 menit berkendara ke Stasiun Sidotopo (5.6 km); dan Airlangga Convention Center berjarak 3 menit berkendara (1.1 km).",https://www.travelio.com/property/surabaya/classic-and-comfy-studio-at-apartment-puncak-dharmahusada-by-travelio?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
31,Mulyorejo,studioroom,1,21.32,Full Furnished,11,1,"Rp3,356,777",1,18.1,5.6,6,10,"Bandara Internasional Juanda bisa diakses dengan 33 menit berkendara (18.1 km); 3 menit berkendara ke Universitas Airlangga, Kampus C (1 km); 4 menit berkendara menuju Rumah Sakit Mitra Keluarga Kenjeran (1.8 km); 16 menit berkendara ke Stasiun Sidotopo (5.6 km); dan Airlangga Convention Center berjarak 3 menit berkendara (1.1 km)",https://www.travelio.com/property/surabaya/good-living-and-cozy-studio-apartment-at-puncak-dharmahusada-by-travelio?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
32,Sukolilo,studioroom,1,22,Full Furnished,18,1,"Rp3,365,850",1.2,19.3,6.6,16.4,8.2,Bandara Internasional Juanda berjarak 30 menit berkendara (19.3 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (6.6 km). Institut Teknologi Sepuluh Nopember (ITS) berjarak 3 menit berkendara (1.2 km). Universitas Airlangga Kampus C berjarak 9 menit berkendara (4.1 km). Rumah Sakit Umum Haji Surabaya berjarak 5 menit berkendara (2.2 km).,https://www.travelio.com/property/surabaya/minimalist-studio-apartment-at-puncak-kertajaya-by-travelio?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
33,Sukolilo,studioroom,1,22,Full Furnished,19,1,"Rp3,399,638",1.2,19.3,6.6,16.4,8.2,Bandara Internasional Juanda berjarak 30 menit berkendara (19.3 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (6.6 km). Institut Teknologi Sepuluh Nopember (ITS) berjarak 3 menit berkendara (1.2 km). Universitas Airlangga Kampus C berjarak 9 menit berkendara (4.1 km). Rumah Sakit Umum Haji Surabaya berjarak 5 menit berkendara (2.2 km).,https://www.travelio.com/property/surabaya/relaxing-studio-apartment-at-puncak-kertajaya-by-travelio?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
34,Rungkut,studioroom,1,22,Full Furnished,12,1,"Rp3,405,222",6.1,12.9,9.5,7.5,5.1,Bandara Internasional Juanda dapat ditempuh selama 24 menit berkendara dari unit ini (12.9 km); Stasiun Surabaya Gubeng hanya 26 menit berkendara (9.5 km); Universitas Sepuluh Nopember dapat ditempuh selama 15 menit berkendara (6.1 km); Universitas Airlangga Campus B hanya 22 menit berkendara (8.4 km); Rumah Sakit Dr. Soetomo berjarak 27 menit berkendara (9.5 km),https://www.travelio.com/property/surabaya/best-deal-and-cozy-studio-apartment-at-gunawangsa-merr-by-travelio?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
35,Sambikerep,studioroom,1,25,Full Furnished,8,1,"Rp4,741,488",18.1,26.3,11.7,15.5,4.5,Bandara Internasional Juanda bisa diakses dengan 33 menit berkendara (26.3 km); Rumah Sakit Premier Surabaya Berjarak 37 Menit Berkendara (13.3 km); 24 menit berkendara ke Surabaya Town Square (11 km); 30 menit berkendara menuju Universitas Kristen Petra (18.1 km); 31 menit berkendara menuju House Of Sampoerna (18.7 km),https://www.travelio.com/property/surabaya/compact-and-cozy-studio-apartment-at-orchard-supermall-mansion-by-travelio?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
36,Dukuh Pakis,2 BR,2,29,Full Furnished,12,1,"Rp5,258,500",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km)",https://www.travelio.com/property/surabaya/modern-2br-apartment-at-pavilion-permata-by-travelio/?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1
37,Mulyorejo,studioroom,1,24.73,Full Furnished,16,1,"Rp4,346,783",0.5,21.5,5.5,18.5,10.3,Bandara Internasional Juanda berjarak 40 menit berkendara (21.5 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (5.5 km). Institut Teknologi Sepuluh Nopember berjarak 9 menit berkendara (3.2 km). Rumah Sakit Umum Haji Surabaya berjarak 9 menit berkendara (2.9 km),https://www.travelio.com/property/surabaya/pleasant-studio-apartment-at-taman-melati-surabaya-by-travelio?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
38,Dukuh Pakis,2 BR,2,52,Full Furnished,16,1,"Rp5,146,035",2.8,25.2,9.7,14.7,3.8,Bandara Internasional Juanda dapat diakses dengan 33 menit berkendara (25.2 km); Stasiun Pasar Turi berjarak 28 menit berkendara (9.7 km); Monumen Tugu Pahlawan dapat diakses dengan 30 menit berkendara (14.4 km); Universitas Negeri Surabaya dapat ditempuh dengan 6 menit berkendara (2.8 km); Universitas Wijaya Kusuma Surabaya dapat diakses dengan berkendara selama 11 menit (4.2 km); dan Rumah Sakit Marien berjarak 5 menit berkendara (1.3 km),https://www.travelio.com/property/surabaya/best-value-2br-apartment-at-puncak-bukit-golf-surabaya-by-travelio?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=
39,Mulyorejo,studioroom,1,21,Full Furnished,9,1,"Rp3,055,700",1,18.1,5.6,6,10,"Bandara Internasional Juanda bisa diakses dengan 33 menit berkendara (18.1 km); 3 menit berkendara ke Universitas Airlangga, Kampus C (1 km); 4 menit berkendara menuju Rumah Sakit Mitra Keluarga Kenjeran (1.8 km); 16 menit berkendara ke Stasiun Sidotopo (5.6 km); dan Airlangga Convention Center berjarak 3 menit berkendara (1.1 km)",https://www.travelio.com/property/surabaya/best-value-and-clean-studio-apartment-at-puncak-dharmahusada-by-travelio?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
40,Gunung Anyar,studioroom,1,21,Full Furnished,15,1,"Rp3,448,817",6.6,11.1,13.5,11,2.8,"Bandara Internasional Juanda bisa diakses dengan 21 menit berkendara (11,1 km); 20 menit berkendara ke Stasiun Surabaya Gubeng (13,5 km); 20 menit berkendara menuju Universitas Petra Christian (6.6 km); 25 menit berkendara ke Universitas Airlangga Kampus B (9.8 km); 34 menit berkendara ke Stadion Gelora 10 November (14 km)",https://www.travelio.com/property/surabaya/cozy-living-studio-apartment-at-puri-mas-by-travelio?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
41,Tenggilis Mejoyo,studioroom,1,30.26,Full Furnished,8,1,"Rp3,345,000",3.3,10.5,11.9,6.6,3.9,Juanda International Airport dapat ditempuh 33 menit (10.5 km); Stasiun Surabaya Pasar Turi dapat ditempuh 37 menit (11.9 km); Universitas Surabaya dapat ditempuh 10 menit (4.3 km); Petra Christian University dapat ditempuh 11 menit (3.3 km); Universitas Negeri Surabaya (UNESA) dapat ditempuh 18 menit (5.4 km); RS Royal Surabaya dapat ditempuh 2 menit (350 m); Polsek Rungkut dapat ditempuh 18 menit (5.7 km); Jalan Tol Waru - Juanda dapat ditempuh 8 menit (3.9 km),https://www.travelio.com/property/surabaya/classic-modern-studio-with-simple-pantry-at-my-tower-surabaya-apartment-by-travelio?searchType=monthly&checkIn=28-06-2023&checkOut=28-07-2023&guest=1
42,Rungkut,studioroom,1,23.58,Full Furnished,6,1,"Rp3,199,370",6.1,12.9,9.5,7.5,5.1,Bandara Internasional Juanda dapat ditempuh selama 24 menit berkendara dari unit ini (12.9 km); Stasiun Surabaya Gubeng hanya 26 menit berkendara (9.5 km); Universitas Sepuluh Nopember dapat ditempuh selama 15 menit berkendara (6.1 km); Universitas Airlangga Campus B hanya 22 menit berkendara (8.4 km); Rumah Sakit Dr. Soetomo berjarak 27 menit berkendara (9.5 km).,https://www.travelio.com/property/surabaya/calm-and-relaxing-studio-apartment-with-pool-view-at-gunawangsa-merr-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
43,Dukuh Pakis,studioroom,1,22,Full Furnished,6,1,"Rp3,495,000",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km).",https://www.travelio.com/property/surabaya/modern-studio-apartment-at-pavilion-permata-2-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
44,Dukuh Pakis,studioroom,1,22,Full Furnished,6,1,"Rp3,495,875",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km)",https://www.travelio.com/property/surabaya/trendy-studio-apartment-at-pavilion-permata-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
45,Rungkut,studioroom,1,21.79,Full Furnished,16,1,"Rp3,499,870",6.1,12.9,9.5,7.5,5.1,Bandara Internasional Juanda dapat ditempuh selama 24 menit berkendara dari unit ini (12.9 km); Stasiun Surabaya Gubeng hanya 26 menit berkendara (9.5 km); Universitas Sepuluh Nopember dapat ditempuh selama 15 menit berkendara (6.1 km); Universitas Airlangga Campus B hanya 22 menit berkendara (8.4 km); Rumah Sakit Dr. Soetomo berjarak 27 menit berkendara (9.5 km),https://www.travelio.com/property/surabaya/vibrant-studio-apartment-at-gunawangsa-merr-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
46,Sukolilo,studioroom,1,19,Full Furnished,11,1,"Rp3,510,900",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km,https://www.travelio.com/property/surabaya/scenic-studio-apartment-at-bale-hinggil-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
47,Sukolilo,studioroom,1,25,Full Furnished,25,1,"Rp3,520,198",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km).,https://www.travelio.com/property/surabaya/cozy-minimalist-studio-apartment-at-bale-hinggil-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
48,Wonocolo,studioroom,1,31.5,Full Furnished,1,1,"Rp3,715,673",3.3,14.4,14.9,4.4,4.8,"Pilihan transportasi seperti Bandara Internasional Juanda bisa diakses dengan 18 menit berkendara (14.4 km); 30 menit berkendara ke Stasiun Pasar Turi (14 km); 33 menit berkendara menuju Stasiun Surabaya Gubeng (14.9 km); Gerbang Tol Waru 1 berjarak 11 menit berkendara (4.8 km). Fasilitas kesehatan terdekat adalah Rumah Sakit Siloam Surabaya yang bisa dijangkau dengan 22 menit (10.8 km); 11 menit berkendara ke Rumah Sakit Islam Jemursari (3.7 km); dan Rumah Sakit Royal Surabaya berjarak 10 menit berkendara (3.1 km). Instansi pendidikan terdekat, yaitu UIN Sunan Ampel yang bisa ditempuh dengan 19 menit berkendara (6.4 km); 13 menit berkendara ke Univesitas Negeri Surabaya (UNESA) (6.7 km); dan Universitas Kristen Petra berjarak 1 menit berjalan kaki (33 m)",https://www.travelio.com/property/surabaya/comfy-studio-at-high-point-serviced-apartment-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
49,Mulyorejo,studioroom,1,20.5,Full Furnished,29,1,"Rp3,249,999",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km)",https://www.travelio.com/property/surabaya/cozy-living-studio-apartment-at-educity-surabaya-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
50,Dukuh Pakis,studioroom,1,22,Full Furnished,6,1,"Rp3,545,000",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km)",https://www.travelio.com/property/surabaya/best-deal-studio-apartment-at-pavilion-permata-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
51,Sukomanunggal,studioroom,1,50,Full Furnished,7,1,"Rp3,642,667",3.6,24.3,9.8,14.4,2.5,Bandara Juanda dapat ditempuh 36 menit berkendara (24.3 km); Stasiun Kereta Api Gubeng hanya 30 menit berkendara (11.7 km): Stasiun Kereta Api Pasarturi 27 menit berkendara (9.2 km); Universitas Airlangga Kampus B hanya 31 menit berkendara (10.1 km); Institut Teknologi Sepuluh November 37 menit berkendara (13.3 km);  Universitas Ciputra berjarak 20 menit berkendara (9.9 km); Universitas WIjaya Kusuma hanya 9 menit berkendara (3.5 km),https://www.travelio.com/property/surabaya/spacious-1br-apartment-at-taman-beverly-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=1%20Bedroom&roomBreakfast=0
52,Mulyorejo,studioroom,1,20,Full Furnished,31,1,"Rp3,349,999",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km)",https://www.travelio.com/property/surabaya/minimalist-comfy-studio-apartment-at-educity-surabaya-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
53,Sukolilo,studioroom,1,19,Full Furnished,11,1,"Rp3,645,000",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km),https://www.travelio.com/property/surabaya/well-appointed-studio-apartment-at-bale-hinggil-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
54,Sukolilo,studioroom,1,19.14,Full Furnished,19,1,"Rp3,355,993",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km),https://www.travelio.com/property/surabaya/vibrant-modern-studio-room-at-bale-hinggil-apartment-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
55,Sukolilo,studioroom,1,36,Full Furnished,7,1,"Rp3,695,000",3.3,19.4,3.8,12.1,8.1,Bandara Internasional Juanda dapat ditempuh selama 34 menit berkendara dari unit ini (19.4 km); Stasiun Surabaya Gubeng hanya 17 menit berkendara (5.5 km); Universitas Sepuluh Nopember dapat ditempuh selama 10 menit berkendara (3.3 km); Universitas Airlangga Campus B hanya 22 menit berkendara (8.4 km); Rumah Sakit Dr. Soetomo berjarak 14 menit berkendara (3.9 km); Stasiun Ngagel hanya berjarak 14 menit berkendara (3.8 km),https://www.travelio.com/property/surabaya/comfort-studio-apartment-at-gunawangsa-manyar-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
56,Tenggilis Mejoyo,studioroom,1,20.91,Full Furnished,17,1,"Rp3,245,000",4.2,12,8.2,8.4,7.3,Bandara Internasional Juanda bisa diakses dengan 23 menit berkendara (12 km); 23 menit berkendara dari Stasiun Surabaya Gubeng (8.2 km); 32 menit berkendara menuju Stasiun Pasar Turi (12.2 km); 11 menit berkendara dari UIN Sunan Ampel (4.2 km); 14 menit berkendara menuju Universitas Kristen Petra (5.1 km); Rumah Sakit Royal Surabaya berjarak 8 menit berkendara (3.4 km),https://www.travelio.com/property/surabaya/best-deal-studio-apartment-at-metropolis-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
57,Tenggilis Mejoyo,studioroom,1,23,Full Furnished,7,1,"Rp3,274,010",4.2,12,8.2,8.4,7.3,Bandara Internasional Juanda bisa diakses dengan 23 menit berkendara (12 km); 23 menit berkendara dari Stasiun Surabaya Gubeng (8.2 km); 32 menit berkendara menuju Stasiun Pasar Turi (12.2 km); 11 menit berkendara dari UIN Sunan Ampel (4.2 km); 14 menit berkendara menuju Universitas Kristen Petra (5.1 km); Rumah Sakit Royal Surabaya berjarak 8 menit berkendara (3.4 km),https://www.travelio.com/property/surabaya/minimalist-studio-room-at-metropolis-apartment-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=
58,Dukuh Pakis,studioroom,1,36,Full Furnished,2,1,"Rp3,702,895",3.6,24.3,9.8,14.4,2.5,"Bandara Internasional Juanda bisa diakses dengan 32 menit berkendara (24,3 km); 39 menit berkendara ke Mpu Tantular Museum (26,2 km); 28 menit berkendara menuju House of Sampoerna (14,2 km); 11 menit berkendara menuju Universitas Wijaya Kusuma (3,6 km); Rumah Sakit RKZ Surabaya Berjarak 20 Menit Berkendara (6,2 km)",https://www.travelio.com/property/surabaya/best-value-studio-room-apartment-at-puncak-permai-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
59,Dukuh Pakis,studioroom,1,36,Full Furnished,19,1,"Rp3,703,895",3.6,24.3,9.8,14.4,2.5,"Bandara Internasional Juanda bisa diakses dengan 32 menit berkendara (24,3 km); 39 menit berkendara ke Mpu Tantular Museum (26,2 km); 28 menit berkendara menuju House of Sampoerna (14,2 km); 11 menit berkendara menuju Universitas Wijaya Kusuma (3,6 km); Rumah Sakit RKZ Surabaya Berjarak 20 Menit Berkendara (6,2 km)",https://www.travelio.com/property/surabaya/spacious-and-comfortable-studio-apartment-at-puncak-permai-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
60,Sukolilo,studioroom,1,25,Full Furnished,7,1,"Rp3,705,198",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km),https://www.travelio.com/property/surabaya/good-deals-and-comfy-studio-at-bale-hinggil-apartment-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
61,Sukolilo,studioroom,1,25,Full Furnished,21,1,"Rp3,720,482",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km),https://www.travelio.com/property/surabaya/strategic-and-well-appointed-studio-apartment-at-bale-hinggil-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
62,Sukolilo,studioroom,1,25,Full Furnished,3,1,"Rp3,729,919",3.3,19.4,3.8,12.1,8.1,Bandara Internasional Juanda dapat ditempuh selama 34 menit berkendara dari unit ini (19.4 km); Stasiun Surabaya Gubeng hanya 17 menit berkendara (5.5 km); Universitas Sepuluh Nopember dapat ditempuh selama 10 menit berkendara (3.3 km); Universitas Airlangga Campus B hanya 22 menit berkendara (8.4 km); Rumah Sakit Dr. Soetomo berjarak 14 menit berkendara (3.9 km); Stasiun Ngagel hanya berjarak 14 menit berkendara (3.8 km),https://www.travelio.com/property/surabaya/chic-and-vibrant-studio-apartment-at-gunawangsa-manyar-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
63,Dukuh Pakis,studioroom,1,22,Full Furnished,12,1,"Rp3,774,712",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km).",https://www.travelio.com/property/surabaya/comfy-studio-apartment-at-pavilion-permata-with-city-view-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
64,Dukuh Pakis,studioroom,1,22,Full Furnished,10,1,"Rp3,737,445",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km)",https://www.travelio.com/property/surabaya/cozy-living-studio-at-pavilion-permata-apartment-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
65,Dukuh Pakis,studioroom,1,22,Full Furnished,15,1,"Rp3,799,556",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km)",https://www.travelio.com/property/surabaya/simply-modern-studio-at-pavilion-permata-apartment-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
66,Sambikerep,studioroom,1,27.2,Full Furnished,15,1,"Rp3,520,220",18,32.4,17.8,22.6,22.1,Bandara Internasional Juanda bisa diakses dengan berkendara selama 43 menit berkendara (32.4 km); 41 menit berkendara menuju Stasiun Surabaya Pasar Turi (17.8 m); 55 menit berkendara ke Stasiun Gubeng Surabaya (22.1 km); 42 menit berkendara menuju Universitas Kristen Petra (24 km); 37 menit berkendara ke Gerbang Tol Waru 1 (22.1 km); Universitas Airlangga berjarak 55 menit berkendara (18 km).,https://www.travelio.com/property/surabaya/simple-studio-with-pool-view-at-uc-apartment-by-travelio?searchType=monthly&checkIn=29-06-2023&checkOut=28-07-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
